file,line,class,confidence,token
frontend/src/app/dashboard/admin/permissions/page.tsx,1591,mojibake,0.95,"ایجاد {Object.keys(selectedFeatures).length} Ù…Ø¬Ùˆز"
frontend/src/app/dashboard/admin/permissions/page.tsx,1611,replacement-char,0.9,"ا� صراف"
frontend/src/app/dashboard/admin/permissions/page.tsx,1623,mojibake,0.95,"ایجاد Ù…Ø¬Ùˆز فضای کاری"
frontend/src/app/dashboard/admin/permissions/page.tsx,1651,replacement-char,0.9,"label=""سطح دسترس�R"""
frontend/src/app/dashboard/admin/permissions/page.tsx,1657,mojibake,0.95,"{ value: 'edit', label: 'Ùˆیرایش' },"
frontend/src/app/dashboard/admin/permissions/page.tsx,1681,mojibake,0.95,"ایجاد Ù…Ø¬Ùˆز فضای کاری"
frontend/src/app/dashboard/admin/permissions/page.tsx,1690,replacement-char,0.9,"ا� صراف"
frontend/src/app/dashboard/admin/reports/page.tsx,35,question-marks,0.65,"namePersian: '??? ??? ??',"
frontend/src/app/dashboard/admin/reports/page.tsx,36,question-marks,0.65,"description: '??? ?? ??? ?? ? ???',"
frontend/src/app/dashboard/admin/reports/page.tsx,44,question-marks,0.65,"namePersian: '??? ???',"
frontend/src/app/dashboard/admin/reports/page.tsx,45,question-marks,0.65,"description: '??? ??? ??? ? ??? ???',"
frontend/src/app/dashboard/admin/reports/page.tsx,53,question-marks,0.65,"namePersian: '??? ??',"
frontend/src/app/dashboard/admin/reports/page.tsx,54,question-marks,0.65,"description: '??? ?? ? ?? ???',"
frontend/src/app/dashboard/admin/reports/page.tsx,62,question-marks,0.65,"namePersian: '??? ???',"
frontend/src/app/dashboard/admin/reports/page.tsx,63,question-marks,0.65,"description: '??? ??? ? ??? ???',"
frontend/src/app/dashboard/admin/reports/page.tsx,130,question-marks,0.65,"<h1 className=""text-2xl font-bold text-white"">?? ??</h1>"
frontend/src/app/dashboard/admin/reports/page.tsx,131,question-marks,0.65,"<p className=""text-gray-300"">?? ?? ? ??? ???</p>"
frontend/src/app/dashboard/admin/reports/page.tsx,141,question-marks,0.65,"<p className=""text-gray-400 text-sm"">? ??</p>"
frontend/src/app/dashboard/admin/reports/page.tsx,153,question-marks,0.65,"<p className=""text-gray-400 text-sm"">?? PDF</p>"
frontend/src/app/dashboard/admin/reports/page.tsx,167,question-marks,0.65,"<p className=""text-gray-400 text-sm"">?? Excel</p>"
frontend/src/app/dashboard/admin/reports/page.tsx,181,question-marks,0.65,"<h2 className=""text-xl font-semibold text-white mb-4"">?? ???</h2>"
frontend/src/app/dashboard/admin/reports/page.tsx,186,question-marks,0.65,"<p className=""text-gray-400"">?? ??? ??? ??</p>"
frontend/src/app/dashboard/admin/reports/page.tsx,203,question-marks,0.65,"??? ???: {new Date(report.lastGenerated).toLocaleDateString('fa-IR')}"
frontend/src/app/dashboard/admin/reports/page.tsx,205,question-marks,0.65,"<span>??: {report.size}</span>"
frontend/src/app/dashboard/admin/reports/page.tsx,221,question-marks,0.65,"{generating === report.id ? '? ?? ???...' : '??? ??'}"
frontend/src/app/dashboard/admin/reports/page.tsx,229,question-marks,0.65,"???"
frontend/src/app/dashboard/admin/reports/page.tsx,241,question-marks,0.65,"<h2 className=""text-xl font-semibold text-white mb-4"">??? ??? ???</h2>"
frontend/src/app/dashboard/admin/reports/page.tsx,244,question-marks,0.65,"<h3 className=""text-lg font-semibold text-white"">?? ??</h3>"
frontend/src/app/dashboard/admin/reports/page.tsx,247,question-marks,0.65,"<span>??? ?? ??</span>"
frontend/src/app/dashboard/admin/reports/page.tsx,251,question-marks,0.65,"<span>??? ??? ???</span>"
frontend/src/app/dashboard/admin/reports/page.tsx,255,question-marks,0.65,"<span>??? ???</span>"
frontend/src/app/dashboard/admin/reports/page.tsx,262,question-marks,0.65,"<h3 className=""text-lg font-semibold text-white"">?? ?? ??</h3>"
frontend/src/app/dashboard/admin/reports/page.tsx,265,question-marks,0.65,"<span>??? ???</span>"
frontend/src/app/dashboard/admin/reports/page.tsx,269,question-marks,0.65,"<span>??? ???</span>"
frontend/src/app/dashboard/admin/reports/page.tsx,273,question-marks,0.65,"<span>??? ???</span>"
frontend/src/app/dashboard/admin/security/page.tsx,56,question-marks,0.65,"userName: '?? ???',"
frontend/src/app/dashboard/admin/security/page.tsx,57,question-marks,0.65,"action: '?? ? ???',"
frontend/src/app/dashboard/admin/security/page.tsx,67,question-marks,0.65,"action: '?? ???',"
frontend/src/app/dashboard/admin/security/page.tsx,76,question-marks,0.65,"userName: '??? ??',"
frontend/src/app/dashboard/admin/security/page.tsx,77,question-marks,0.65,"action: '??? ?? ??',"
frontend/src/app/dashboard/admin/security/page.tsx,134,question-marks,0.65,"<h1 className=""text-2xl font-bold text-white"">??? ???</h1>"
frontend/src/app/dashboard/admin/security/page.tsx,135,question-marks,0.65,"<p className=""text-gray-300"">??? ? ??? ? ??? ??</p>"
frontend/src/app/dashboard/admin/security/page.tsx,145,question-marks,0.65,"<p className=""text-gray-400 text-sm"">? ???</p>"
frontend/src/app/dashboard/admin/security/page.tsx,157,question-marks,0.65,"<p className=""text-gray-400 text-sm"">?? ???</p>"
frontend/src/app/dashboard/admin/security/page.tsx,169,question-marks,0.65,"<p className=""text-gray-400 text-sm"">?? ??</p>"
frontend/src/app/dashboard/admin/security/page.tsx,181,question-marks,0.65,"<p className=""text-gray-400 text-sm"">??? ???</p>"
frontend/src/app/dashboard/admin/security/page.tsx,195,question-marks,0.65,"??? ??? ???"
frontend/src/app/dashboard/admin/security/page.tsx,201,question-marks,0.65,"<p className=""text-gray-400"">?? ??? ??? ?? ?? ??</p>"
frontend/src/app/dashboard/admin/security/page.tsx,208,question-marks,0.65,"<th className=""text-right py-3 px-4 text-gray-400"">???</th>"
frontend/src/app/dashboard/admin/security/page.tsx,209,question-marks,0.65,"<th className=""text-right py-3 px-4 text-gray-400"">???</th>"
frontend/src/app/dashboard/admin/security/page.tsx,210,question-marks,0.65,"<th className=""text-right py-3 px-4 text-gray-400"">???</th>"
frontend/src/app/dashboard/admin/security/page.tsx,211,question-marks,0.65,"<th className=""text-right py-3 px-4 text-gray-400"">???</th>"
frontend/src/app/dashboard/admin/security/page.tsx,212,question-marks,0.65,"<th className=""text-right py-3 px-4 text-gray-400"">??</th>"
frontend/src/app/dashboard/admin/security/page.tsx,225,question-marks,0.65,"{log.status === 'success' ? '??' :"
frontend/src/app/dashboard/admin/security/page.tsx,226,question-marks,0.65,"log.status === 'failed' ? '???' : '???'}"
frontend/src/app/dashboard/admin/security/page.tsx,243,question-marks,0.65,"<h2 className=""text-xl font-semibold text-white mb-4"">??? ???</h2>"
frontend/src/app/dashboard/admin/security/page.tsx,248,question-marks,0.65,"<h3 className=""text-white font-medium"">??? ?? ??</h3>"
frontend/src/app/dashboard/admin/security/page.tsx,249,question-marks,0.65,"<p className=""text-gray-400 text-sm"">?? ?? ? ??? ?? ?? ?? ??. ??? ??? ??? ?? ?? ?? ??? ??.</p>"
frontend/src/app/dashboard/admin/security/page.tsx,256,question-marks,0.65,"<h3 className=""text-white font-medium"">??? ?? ? ??</h3>"
frontend/src/app/dashboard/admin/security/page.tsx,257,question-marks,0.65,"<p className=""text-gray-400 text-sm"">??? ?? ? ?? ?? ?? ?? ?? ??. ?? ?? ??? ??? ? ??? ???.</p>"
frontend/src/app/dashboard/admin/security/page.tsx,264,question-marks,0.65,"<h3 className=""text-white font-medium"">??? ? ???</h3>"
frontend/src/app/dashboard/admin/security/page.tsx,265,question-marks,0.65,"<p className=""text-gray-400 text-sm"">?? ??? ?? ?? ? ??? ???. ??? ??? ?? ??.</p>"
frontend/src/app/dashboard/admin/settings/page.tsx,23,question-marks,0.65,"companyNamePersian: '??? ???',"
frontend/src/app/dashboard/admin/settings/page.tsx,55,question-marks,0.65,"companyNamePersian: '??? ???',"
frontend/src/app/dashboard/admin/settings/page.tsx,77,question-marks,0.65,"<h1 className=""text-2xl font-bold text-white"">?? ???</h1>"
frontend/src/app/dashboard/admin/settings/page.tsx,78,question-marks,0.65,"<p className=""text-gray-300"">?? ? ?? ?? ???</p>"
frontend/src/app/dashboard/admin/settings/page.tsx,90,question-marks,0.65,"?? ??"
frontend/src/app/dashboard/admin/settings/page.tsx,95,question-marks,0.65,"?? ?? (??)"
frontend/src/app/dashboard/admin/settings/page.tsx,107,question-marks,0.65,"?? ?? (???)"
frontend/src/app/dashboard/admin/settings/page.tsx,119,question-marks,0.65,"??? ??? ??"
frontend/src/app/dashboard/admin/settings/page.tsx,134,question-marks,0.65,"?? ???"
frontend/src/app/dashboard/admin/settings/page.tsx,139,question-marks,0.65,"?? ??"
frontend/src/app/dashboard/admin/settings/page.tsx,146,question-marks,0.65,"<option value=""IRR"">?? (IRR)</option>"
frontend/src/app/dashboard/admin/settings/page.tsx,147,question-marks,0.65,"<option value=""USD"">?? (USD)</option>"
frontend/src/app/dashboard/admin/settings/page.tsx,148,question-marks,0.65,"<option value=""EUR"">?? (EUR)</option>"
frontend/src/app/dashboard/admin/settings/page.tsx,154,question-marks,0.65,"?? ??"
frontend/src/app/dashboard/admin/settings/page.tsx,161,question-marks,0.65,"<option value=""fa"">???</option>"
frontend/src/app/dashboard/admin/settings/page.tsx,168,question-marks,0.65,"??? ???"
frontend/src/app/dashboard/admin/settings/page.tsx,175,question-marks,0.65,"<option value=""Asia/Tehran"">??? (UTC+3:30)</option>"
frontend/src/app/dashboard/admin/settings/page.tsx,177,question-marks,0.65,"<option value=""America/New_York"">?? (UTC-5)</option>"
frontend/src/app/dashboard/admin/settings/page.tsx,183,question-marks,0.65,"?? ???"
frontend/src/app/dashboard/admin/settings/page.tsx,190,question-marks,0.65,"<option value=""jalali"">??? (?? ??)</option>"
frontend/src/app/dashboard/admin/settings/page.tsx,191,question-marks,0.65,"<option value=""gregorian"">???</option>"
frontend/src/app/dashboard/admin/settings/page.tsx,199,question-marks,0.65,"<h3 className=""text-lg font-semibold text-white"">?? ??</h3>"
frontend/src/app/dashboard/admin/settings/page.tsx,208,question-marks,0.65,"<span className=""text-white"">??? ???</span>"
frontend/src/app/dashboard/admin/settings/page.tsx,218,question-marks,0.65,"<span className=""text-white"">??? ???</span>"
frontend/src/app/dashboard/admin/settings/page.tsx,228,question-marks,0.65,"<span className=""text-white"">?? ???</span>"
frontend/src/app/dashboard/admin/settings/page.tsx,235,question-marks,0.65,"<h3 className=""text-lg font-semibold text-white"">?? ???</h3>"
frontend/src/app/dashboard/admin/settings/page.tsx,238,question-marks,0.65,"?? ??? ?? (???)"
frontend/src/app/dashboard/admin/settings/page.tsx,263,question-marks,0.65,"{loading ? '? ?? ???...' : '??? ??'}"
frontend/src/app/dashboard/admin/settings/page.tsx,271,question-marks,0.65,"??"
frontend/src/app/dashboard/admin/settings/page.tsx,277,question-marks,0.65,"?? ? ??? ??? ?"
frontend/src/app/dashboard/contract-templates/create/page.tsx,76,mojibake,0.95,"{ value: 'sales', label: 'ÙØ±Ùˆش' },"
frontend/src/app/dashboard/contract-templates/create/page.tsx,77,replacement-char,0.9,"{ value: 'service', label: 'خد�&ات' },"
frontend/src/app/dashboard/contract-templates/create/page.tsx,79,mojibake,0.95,"{ value: 'general', label: 'Ø¹Ù…Ùˆمی' }"
frontend/src/app/dashboard/contract-templates/create/page.tsx,85,replacement-char,0.9,"{ value: 'date', label: 'تار�Rخ' },"
frontend/src/app/dashboard/contract-templates/create/page.tsx,99,mojibake,0.95,"newErrors.content = 'Ù…Ø­ØªÙˆای قالب الزامی است';"
frontend/src/app/dashboard/contract-templates/create/page.tsx,145,mojibake,0.95,"setErrors({ variable: 'متغیر با این کلید قبلاً ÙˆØ¬Ùˆد دارد' });"
frontend/src/app/dashboard/contract-templates/create/page.tsx,196,mojibake,0.95,"{ id: 'content', label: 'Ù…Ø­ØªÙˆای قالب', icon: FaCode },"
frontend/src/app/dashboard/contract-templates/create/page.tsx,199,replacement-char,0.9,"{ id: 'calculations', label: '�&حاسبات', icon: FaCalculator }"
